"movieId"	"title"	"budget"	"genres"	"spoken_languages"
"6490"	"Manito"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"Español\", \"iso_639_1\": \"es\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6491"	"No Turning Back"	"0"	"[]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6492"	"Tycoon"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"Pусский\", \"iso_639_1\": \"ru\"}]"
"6493"	"Alex & Emma"	"30000000"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}]"
"6494"	"On_Line"	"0"	"[]"	"[]"
"6495"	"Experiment in Terror"	"0"	"[{\"id\": 80, \"name\": \"Crime\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6496"	"Extasis"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10769, \"name\": \"Foreign\"}]"	"[{\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"6497"	"Is Paris Burning?"	"0"	"[{\"id\": 10752, \"name\": \"War\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 36, \"name\": \"History\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}, {\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}]"
"6498"	"Murphy's War"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10752, \"name\": \"War\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}]"
"6499"	"Orphans of the Storm"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 36, \"name\": \"History\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6500"	"The Satanic Rites of Dracula"	"0"	"[{\"id\": 27, \"name\": \"Horror\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6501"	"Strange Planet"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6502"	"28 Days Later"	"5000000"	"[{\"id\": 27, \"name\": \"Horror\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 878, \"name\": \"Science Fiction\"}]"	"[{\"name\": \"Español\", \"iso_639_1\": \"es\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6503"	"Charlie's Angels: Full Throttle"	"120000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"普通话\", \"iso_639_1\": \"zh\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"6504"	"Gasoline"	"0"	"[{\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"Italiano\", \"iso_639_1\": \"it\"}]"
"6505"	"Ed and His Dead Mother"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6506"	"Fulltime Killer"	"0"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 80, \"name\": \"Crime\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Italiano\", \"iso_639_1\": \"it\"}, {\"name\": \"日本語\", \"iso_639_1\": \"ja\"}, {\"name\": \"普通话\", \"iso_639_1\": \"zh\"}]"
"6507"	"Just a Little Harmless Sex"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6508"	"The Bank"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"日本語\", \"iso_639_1\": \"ja\"}]"
"6509"	"Ali: Fear Eats the Soul"	"130000"	"[{\"id\": 10749, \"name\": \"Romance\"}, {\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"العربية\", \"iso_639_1\": \"ar\"}, {\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}]"
"6510"	"Bodies, Rest & Motion"	"2500000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6511"	"Jesus"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 36, \"name\": \"History\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6512"	"The Long Ships"	"0"	"[{\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6513"	"Made for Each Other"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6514"	"Ring of Terror"	"0"	"[{\"id\": 27, \"name\": \"Horror\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6515"	"You Only Live Once"	"575"	"[{\"id\": 80, \"name\": \"Crime\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6516"	"Anastasia"	"3520000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Magyar\", \"iso_639_1\": \"hu\"}]"
"6517"	"The Babe"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6518"	"Flight of the Intruder"	"35000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6519"	"Fun with Dick and Jane"	"3000000"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6520"	"Knights of the Round Table"	"0"	"[{\"id\": 10749, \"name\": \"Romance\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 14, \"name\": \"Fantasy\"}, {\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6521"	"The Main Event"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6522"	"Man's Favorite Sport?"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6523"	"Mr. Baseball"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Magyar\", \"iso_639_1\": \"hu\"}]"
"6524"	"Never on Sunday"	"151000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"ελληνικά\", \"iso_639_1\": \"el\"}, {\"name\": \"Pусский\", \"iso_639_1\": \"ru\"}]"
"6525"	"Nuts"	"25000000"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6526"	"Rhapsody in August"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10769, \"name\": \"Foreign\"}]"	"[{\"name\": \"日本語\", \"iso_639_1\": \"ja\"}]"
"6527"	"Scaramouche"	"3005000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6528"	"Start the Revolution Without Me"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 36, \"name\": \"History\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6529"	"Strange Bedfellows"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10769, \"name\": \"Foreign\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"6530"	"The Tenant"	"0"	"[{\"id\": 27, \"name\": \"Horror\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 14, \"name\": \"Fantasy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}]"
"6531"	"The Advocate"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 36, \"name\": \"History\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 80, \"name\": \"Crime\"}, {\"id\": 10749, \"name\": \"Romance\"}, {\"id\": 10769, \"name\": \"Foreign\"}, {\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Polski\", \"iso_639_1\": \"pl\"}]"
"6532"	"Up the Sandbox"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6533"	"What's Up, Doc?"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6534"	"Hulk"	"137000000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 878, \"name\": \"Science Fiction\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"6535"	"Legally Blonde 2: Red, White & Blonde"	"45000000"	"[{\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6536"	"Sinbad: Legend of the Seven Seas"	"60000000"	"[{\"id\": 10751, \"name\": \"Family\"}, {\"id\": 16, \"name\": \"Animation\"}, {\"id\": 12, \"name\": \"Adventure\"}]"	"[{\"name\": \"广州话 / 廣州話\", \"iso_639_1\": \"cn\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Italiano\", \"iso_639_1\": \"it\"}]"
"6537"	"Terminator 3: Rise of the Machines"	"200000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 878, \"name\": \"Science Fiction\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6538"	"Swimming Pool"	"7800000"	"[{\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}]"
"6539"	"Pirates of the Caribbean: The Curse of the Black Pearl"	"140000000"	"[{\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 14, \"name\": \"Fantasy\"}, {\"id\": 28, \"name\": \"Action\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6540"	"Madame Satã"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"Português\", \"iso_639_1\": \"pt\"}]"
"6541"	"The League of Extraordinary Gentlemen"	"78000000"	"[{\"id\": 14, \"name\": \"Fantasy\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 878, \"name\": \"Science Fiction\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}, {\"name\": \"Italiano\", \"iso_639_1\": \"it\"}]"
"6542"	"The Cuckoo"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 36, \"name\": \"History\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"suomi\", \"iso_639_1\": \"fi\"}, {\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}, {\"name\": \"Pусский\", \"iso_639_1\": \"ru\"}]"
"6543"	"The Holy Land"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"العربية\", \"iso_639_1\": \"ar\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"עִבְרִית\", \"iso_639_1\": \"he\"}, {\"name\": \"Pусский\", \"iso_639_1\": \"ru\"}]"
"6544"	"The Housekeeper"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"Français\", \"iso_639_1\": \"fr\"}]"
"6545"	"I Capture the Castle"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6546"	"Km. 0"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"6547"	"Northfork"	"0"	"[{\"id\": 14, \"name\": \"Fantasy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 878, \"name\": \"Science Fiction\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6548"	"Bad Boys II"	"130000000"	"[{\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"6549"	"How to Deal"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6550"	"Johnny English"	"40000000"	"[{\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"日本語\", \"iso_639_1\": \"ja\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}]"
"6551"	"The Anarchist Cookbook"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6552"	"Dirty Pretty Things"	"0"	"[{\"id\": 80, \"name\": \"Crime\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"Français\", \"iso_639_1\": \"fr\"}, {\"name\": \"Somali\", \"iso_639_1\": \"so\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6553"	"L'imbalsamatore"	"0"	"[{\"id\": 10769, \"name\": \"Foreign\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"Italiano\", \"iso_639_1\": \"it\"}]"
"6554"	"Garage Days"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10402, \"name\": \"Music\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6555"	"On the Run"	"0"	"[{\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"Français\", \"iso_639_1\": \"fr\"}]"
"6556"	"The Sea Is Watching"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10769, \"name\": \"Foreign\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"日本語\", \"iso_639_1\": \"ja\"}]"
"6557"	"Born to Be Wild"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10751, \"name\": \"Family\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6558"	"Curly Sue"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10751, \"name\": \"Family\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6559"	"Little Giants"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10751, \"name\": \"Family\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6560"	"Loose Cannons"	"1500000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 80, \"name\": \"Crime\"}, {\"id\": 9648, \"name\": \"Mystery\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6561"	"The Mouse That Roared"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6562"	"Spencer's Mountain"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6563"	"Masked and Anonymous"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10402, \"name\": \"Music\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6564"	"Lara Croft Tomb Raider: The Cradle of Life"	"95000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 14, \"name\": \"Fantasy\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"普通话\", \"iso_639_1\": \"zh\"}]"
"6565"	"Seabiscuit"	"87000000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 36, \"name\": \"History\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6566"	"Spy Kids 3-D: Game Over"	"38000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10751, \"name\": \"Family\"}, {\"id\": 878, \"name\": \"Science Fiction\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6567"	"Buffalo Soldiers"	"15000000"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10752, \"name\": \"War\"}, {\"id\": 80, \"name\": \"Crime\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6568"	"Camp"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10402, \"name\": \"Music\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"6569"	"Hotel"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}, {\"name\": \"Italiano\", \"iso_639_1\": \"it\"}]"
"6570"	"Lucía, Lucía"	"2750000"	"[{\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 80, \"name\": \"Crime\"}, {\"id\": 10749, \"name\": \"Romance\"}, {\"id\": 10769, \"name\": \"Foreign\"}]"	"[{\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"6571"	"Mondays in the Sun"	"4000000"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"Español\", \"iso_639_1\": \"es\"}, {\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}]"
"6572"	"Scorched"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6573"	"Avanti!"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Italiano\", \"iso_639_1\": \"it\"}]"
"6574"	"Eve of Destruction"	"13000000"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 878, \"name\": \"Science Fiction\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6575"	"Gator"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 80, \"name\": \"Crime\"}, {\"id\": 28, \"name\": \"Action\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6576"	"Juggernaut"	"0"	"[{\"id\": 53, \"name\": \"Thriller\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6577"	"Kickboxer 2:  The Road Back"	"0"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}]"
"6578"	"Kiss Me, Stupid"	"3500000"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6579"	"One, Two, Three"	"3000000"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10751, \"name\": \"Family\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}, {\"name\": \"Pусский\", \"iso_639_1\": \"ru\"}]"
"6580"	"Possible Loves"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"Português\", \"iso_639_1\": \"pt\"}]"
"6581"	"The Private Life of Sherlock Holmes"	"10000000"	"[{\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 80, \"name\": \"Crime\"}, {\"id\": 9648, \"name\": \"Mystery\"}, {\"id\": 10749, \"name\": \"Romance\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"Deutsch\", \"iso_639_1\": \"de\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}, {\"name\": \"Pусский\", \"iso_639_1\": \"ru\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6582"	"Remo Williams: The Adventure Begins..."	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6583"	"The Blood of Heroes"	"0"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 12, \"name\": \"Adventure\"}, {\"id\": 878, \"name\": \"Science Fiction\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6584"	"What's Up, Tiger Lily?"	"0"	"[{\"id\": 28, \"name\": \"Action\"}, {\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"日本語\", \"iso_639_1\": \"ja\"}]"
"6585"	"White Lightning"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 28, \"name\": \"Action\"}, {\"id\": 80, \"name\": \"Crime\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6586"	"American Wedding"	"55000000"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 10749, \"name\": \"Romance\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6587"	"Gigli"	"54000000"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6588"	"And Now... Ladies and Gentlemen..."	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10749, \"name\": \"Romance\"}, {\"id\": 53, \"name\": \"Thriller\"}]"	"[{\"name\": \"العربية\", \"iso_639_1\": \"ar\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}, {\"name\": \"Français\", \"iso_639_1\": \"fr\"}, {\"name\": \"Italiano\", \"iso_639_1\": \"it\"}, {\"name\": \"Español\", \"iso_639_1\": \"es\"}]"
"6589"	"Boys Life 4: Four Play"	"0"	"[]"	"[]"
"6590"	"I'll Be There"	"0"	"[{\"id\": 35, \"name\": \"Comedy\"}, {\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10751, \"name\": \"Family\"}, {\"id\": 10402, \"name\": \"Music\"}]"	"[]"
"6591"	"The Magdalene Sisters"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6592"	"The Secret Lives of Dentists"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}]"	"[{\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6593"	"Freaky Friday"	"26000000"	"[{\"id\": 35, \"name\": \"Comedy\"}]"	"[{\"name\": \"普通话\", \"iso_639_1\": \"zh\"}, {\"name\": \"English\", \"iso_639_1\": \"en\"}]"
"6594"	"Seaside"	"0"	"[{\"id\": 18, \"name\": \"Drama\"}, {\"id\": 10769, \"name\": \"Foreign\"}]"	"[{\"name\": \"Français\", \"iso_639_1\": \"fr\"}]"
